농장,화방번호,날짜,개화수,착과수,수확수,개당무게,총무게,초장,잎길이,잎폭,잎수
조정숙,2,12,0.32 ,4.53 ,0.00 ,0.00 ,0.00 ,409.80 ,35.60 ,33.00 ,4.40 
조정숙,2,13,0.53 ,4.95 ,0.00 ,0.00 ,0.00 ,439.00 ,34.00 ,31.00 ,9.00 
조정숙,2,14,0.58 ,5.11 ,0.00 ,0.00 ,0.00 ,409.80 ,33.60 ,30.20 ,8.20 
조정숙,2,15,0.95 ,6.32 ,0.00 ,0.00 ,0.00 ,409.80 ,33.80 ,32.60 ,9.60 
조정숙,2,16,0.47 ,5.89 ,0.00 ,0.00 ,0.00 ,439.20 ,34.40 ,34.20 ,5.60 
조정숙,2,17,0.74 ,5.68 ,0.00 ,0.00 ,0.00 ,497.00 ,31.50 ,25.00 ,11.00 
조정숙,2,18,0.21 ,6.21 ,0.00 ,0.00 ,0.00 ,503.80 ,31.20 ,26.40 ,12.20 
조정숙,2,19,0.26 ,6.26 ,0.68 ,1.70 ,11.10 ,503.80 ,32.60 ,28.80 ,11.60 
조정숙,2,20,0.21 ,5.47 ,0.47 ,2.02 ,6.21 ,503.80 ,35.20 ,33.00 ,12.00 
조정숙,2,21,0.42 ,5.00 ,0.32 ,1.86 ,3.75 ,503.80 ,36.60 ,34.20 ,11.00 
조정숙,2,22,0.47 ,4.89 ,0.63 ,1.15 ,6.88 ,503.80 ,36.00 ,34.00 ,10.20 
조정숙,2,23,0.47 ,5.21 ,0.74 ,2.22 ,8.07 ,503.80 ,36.00 ,34.40 ,10.20 
조정숙,3,1,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,192.00 ,47.20 ,45.20 ,8.40 
조정숙,3,2,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,209.20 ,43.60 ,43.00 ,5.00 
조정숙,3,3,0.21 ,0.00 ,0.00 ,0.00 ,0.00 ,216.40 ,40.80 ,43.20 ,6.20 
조정숙,3,4,0.42 ,0.21 ,0.00 ,0.00 ,0.00 ,235.80 ,40.50 ,42.20 ,9.80 
조정숙,3,5,0.68 ,0.53 ,0.00 ,0.00 ,0.00 ,249.60 ,41.60 ,43.00 ,10.40 
조정숙,3,6,1.00 ,0.74 ,0.00 ,0.00 ,0.00 ,267.60 ,40.20 ,38.60 ,11.00 
조정숙,3,7,0.84 ,1.63 ,0.00 ,0.00 ,0.00 ,291.60 ,38.40 ,39.40 ,6.40 
조정숙,3,8,0.63 ,2.21 ,0.00 ,0.00 ,0.00 ,325.40 ,37.50 ,33.10 ,8.40 
조정숙,3,9,0.79 ,2.53 ,0.00 ,0.00 ,0.00 ,346.60 ,33.80 ,29.90 ,7.60 
조정숙,3,10,0.63 ,3.21 ,0.00 ,0.00 ,0.00 ,369.60 ,32.80 ,27.40 ,6.80 
조정숙,3,11,0.53 ,4.16 ,0.00 ,0.00 ,0.00 ,389.80 ,35.40 ,35.00 ,7.60 
조정숙,3,12,0.32 ,5.21 ,0.00 ,0.00 ,0.00 ,409.80 ,35.60 ,33.00 ,4.40 
조정숙,3,13,0.53 ,4.95 ,0.00 ,0.00 ,0.00 ,439.00 ,34.00 ,31.00 ,9.00 
조정숙,3,14,0.58 ,5.00 ,0.00 ,0.00 ,0.00 ,409.80 ,33.60 ,30.20 ,8.20 
조정숙,3,15,0.95 ,6.21 ,0.00 ,0.00 ,0.00 ,409.80 ,33.80 ,32.60 ,9.60 
조정숙,3,16,0.47 ,5.89 ,0.00 ,0.00 ,0.00 ,439.20 ,34.40 ,34.20 ,5.60 
조정숙,3,17,0.74 ,5.68 ,0.00 ,0.00 ,0.00 ,497.00 ,31.50 ,25.00 ,11.00 
조정숙,3,18,0.21 ,6.63 ,0.00 ,0.00 ,0.00 ,503.80 ,31.20 ,26.40 ,12.20 
조정숙,3,19,0.26 ,6.26 ,0.68 ,1.70 ,11.10 ,503.80 ,32.60 ,28.80 ,11.60 
조정숙,3,20,0.21 ,5.47 ,0.47 ,2.02 ,6.21 ,503.80 ,35.20 ,33.00 ,12.00 
조정숙,3,21,0.42 ,5.00 ,0.32 ,1.86 ,3.75 ,503.80 ,36.60 ,34.20 ,11.00 
조정숙,3,22,0.47 ,4.89 ,0.63 ,1.15 ,6.88 ,503.80 ,36.00 ,34.00 ,10.20 
조정숙,3,23,0.47 ,5.21 ,0.74 ,2.22 ,8.07 ,503.80 ,36.00 ,34.40 ,10.20 
조정숙,4,1,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,192.00 ,47.20 ,45.20 ,8.40 
조정숙,4,2,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,209.20 ,43.60 ,43.00 ,5.00 
조정숙,4,3,0.21 ,0.00 ,0.00 ,0.00 ,0.00 ,216.40 ,40.80 ,43.20 ,6.20 
조정숙,4,4,0.26 ,0.21 ,0.00 ,0.00 ,0.00 ,235.80 ,40.50 ,42.20 ,9.80 
조정숙,4,5,0.74 ,0.37 ,0.00 ,0.00 ,0.00 ,249.60 ,41.60 ,43.00 ,10.40 
조정숙,4,6,1.00 ,0.68 ,0.00 ,0.00 ,0.00 ,267.60 ,40.20 ,38.60 ,11.00 
조정숙,4,7,0.89 ,1.74 ,0.00 ,0.00 ,0.00 ,291.60 ,38.40 ,39.40 ,6.40 
조정숙,4,8,0.68 ,2.16 ,0.00 ,0.00 ,0.00 ,325.40 ,37.50 ,33.10 ,8.40 
조정숙,4,9,0.74 ,2.58 ,0.00 ,0.00 ,0.00 ,346.60 ,33.80 ,29.90 ,7.60 
조정숙,4,10,0.63 ,3.32 ,0.00 ,0.00 ,0.00 ,369.60 ,32.80 ,27.40 ,6.80 
조정숙,4,11,0.53 ,4.26 ,0.00 ,0.00 ,0.00 ,389.80 ,35.40 ,35.00 ,7.60 
조정숙,4,12,0.32 ,5.16 ,0.00 ,0.00 ,0.00 ,409.80 ,35.60 ,33.00 ,4.40 
조정숙,4,13,0.53 ,4.84 ,0.00 ,0.00 ,0.00 ,439.00 ,34.00 ,31.00 ,9.00 
조정숙,4,14,0.58 ,5.00 ,0.00 ,0.00 ,0.00 ,409.80 ,33.60 ,30.20 ,8.20 
조정숙,4,15,0.95 ,6.16 ,0.00 ,0.00 ,0.00 ,409.80 ,33.80 ,32.60 ,9.60 
조정숙,4,16,0.47 ,6.05 ,0.00 ,0.00 ,0.00 ,439.20 ,34.40 ,34.20 ,5.60 
조정숙,4,17,0.74 ,6.00 ,0.00 ,0.00 ,0.00 ,497.00 ,31.50 ,25.00 ,11.00 
조정숙,4,18,0.21 ,6.84 ,0.00 ,0.00 ,0.00 ,503.80 ,31.20 ,26.40 ,12.20 
조정숙,4,19,0.26 ,6.26 ,0.68 ,1.70 ,11.10 ,503.80 ,32.60 ,28.80 ,11.60 
조정숙,4,20,0.21 ,5.47 ,0.47 ,2.02 ,6.21 ,503.80 ,35.20 ,33.00 ,12.00 
조정숙,4,21,0.42 ,5.00 ,0.32 ,1.86 ,3.75 ,503.80 ,36.60 ,34.20 ,11.00 
조정숙,4,22,0.47 ,4.89 ,0.63 ,1.15 ,6.88 ,503.80 ,36.00 ,34.00 ,10.20 
조정숙,4,23,0.47 ,5.21 ,0.74 ,2.22 ,8.07 ,503.80 ,36.00 ,34.40 ,10.20 
조정숙,5,1,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,192.00 ,47.20 ,45.20 ,8.40 
조정숙,5,2,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,209.20 ,43.60 ,43.00 ,5.00 
조정숙,5,3,0.21 ,0.00 ,0.00 ,0.00 ,0.00 ,216.40 ,40.80 ,43.20 ,6.20 
조정숙,5,4,0.26 ,0.21 ,0.00 ,0.00 ,0.00 ,235.80 ,40.50 ,42.20 ,9.80 
조정숙,5,5,0.53 ,0.37 ,0.00 ,0.00 ,0.00 ,249.60 ,41.60 ,43.00 ,10.40 
조정숙,5,6,0.74 ,0.68 ,0.00 ,0.00 ,0.00 ,267.60 ,40.20 ,38.60 ,11.00 
조정숙,5,7,0.89 ,1.68 ,0.00 ,0.00 ,0.00 ,291.60 ,38.40 ,39.40 ,6.40 
조정숙,5,8,0.74 ,2.00 ,0.00 ,0.00 ,0.00 ,325.40 ,37.50 ,33.10 ,8.40 
조정숙,5,9,0.79 ,2.47 ,0.00 ,0.00 ,0.00 ,346.60 ,33.80 ,29.90 ,7.60 
조정숙,5,10,0.74 ,3.11 ,0.00 ,0.00 ,0.00 ,369.60 ,32.80 ,27.40 ,6.80 
조정숙,5,11,0.53 ,4.26 ,0.00 ,0.00 ,0.00 ,389.80 ,35.40 ,35.00 ,7.60 
조정숙,5,12,0.32 ,5.47 ,0.00 ,0.00 ,0.00 ,409.80 ,35.60 ,33.00 ,4.40 
조정숙,5,13,0.53 ,4.84 ,0.00 ,0.00 ,0.00 ,439.00 ,34.00 ,31.00 ,9.00 
조정숙,5,14,0.58 ,5.00 ,0.00 ,0.00 ,0.00 ,409.80 ,33.60 ,30.20 ,8.20 
조정숙,5,15,0.95 ,6.21 ,0.00 ,0.00 ,0.00 ,409.80 ,33.80 ,32.60 ,9.60 
조정숙,5,16,0.47 ,6.05 ,0.00 ,0.00 ,0.00 ,439.20 ,34.40 ,34.20 ,5.60 
조정숙,5,17,0.74 ,6.37 ,0.00 ,0.00 ,0.00 ,497.00 ,31.50 ,25.00 ,11.00 
조정숙,5,18,0.21 ,7.11 ,0.00 ,0.00 ,0.00 ,503.80 ,31.20 ,26.40 ,12.20 
조정숙,5,19,0.26 ,6.63 ,0.68 ,1.70 ,11.10 ,503.80 ,32.60 ,28.80 ,11.60 
조정숙,5,20,0.21 ,5.58 ,0.47 ,2.02 ,6.21 ,503.80 ,35.20 ,33.00 ,12.00 
조정숙,5,21,0.42 ,5.05 ,0.32 ,1.86 ,3.75 ,503.80 ,36.60 ,34.20 ,11.00 
조정숙,5,22,0.47 ,4.89 ,0.63 ,1.15 ,6.88 ,503.80 ,36.00 ,34.00 ,10.20 
조정숙,5,23,0.47 ,5.21 ,0.74 ,2.22 ,8.07 ,503.80 ,36.00 ,34.40 ,10.20 
조정숙,6,1,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,192.00 ,47.20 ,45.20 ,8.40 
조정숙,6,2,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,209.20 ,43.60 ,43.00 ,5.00 
조정숙,6,3,0.21 ,0.00 ,0.00 ,0.00 ,0.00 ,216.40 ,40.80 ,43.20 ,6.20 
조정숙,6,4,0.26 ,0.21 ,0.00 ,0.00 ,0.00 ,235.80 ,40.50 ,42.20 ,9.80 
조정숙,6,5,0.53 ,0.37 ,0.00 ,0.00 ,0.00 ,249.60 ,41.60 ,43.00 ,10.40 
조정숙,6,6,0.74 ,0.68 ,0.00 ,0.00 ,0.00 ,267.60 ,40.20 ,38.60 ,11.00 
조정숙,6,7,1.00 ,1.95 ,0.00 ,0.00 ,0.00 ,291.60 ,38.40 ,39.40 ,6.40 
조정숙,6,8,0.68 ,1.79 ,0.00 ,0.00 ,0.00 ,325.40 ,37.50 ,33.10 ,8.40 
조정숙,6,9,1.00 ,2.05 ,0.00 ,0.00 ,0.00 ,346.60 ,33.80 ,29.90 ,7.60 
조정숙,6,10,0.95 ,2.63 ,0.00 ,0.00 ,0.00 ,369.60 ,32.80 ,27.40 ,6.80 
조정숙,6,11,0.68 ,3.79 ,0.00 ,0.00 ,0.00 ,389.80 ,35.40 ,35.00 ,7.60 
조정숙,6,12,0.32 ,5.21 ,0.00 ,0.00 ,0.00 ,409.80 ,35.60 ,33.00 ,4.40 
조정숙,6,13,0.53 ,4.47 ,0.00 ,0.00 ,0.00 ,439.00 ,34.00 ,31.00 ,9.00 
조정숙,6,14,0.58 ,4.63 ,0.00 ,0.00 ,0.00 ,409.80 ,33.60 ,30.20 ,8.20 
조정숙,6,15,0.95 ,5.89 ,0.00 ,0.00 ,0.00 ,409.80 ,33.80 ,32.60 ,9.60 
조정숙,6,16,0.47 ,6.47 ,0.00 ,0.00 ,0.00 ,439.20 ,34.40 ,34.20 ,5.60 
조정숙,6,17,0.74 ,6.74 ,0.00 ,0.00 ,0.00 ,497.00 ,31.50 ,25.00 ,11.00 
조정숙,6,18,0.21 ,7.21 ,0.00 ,0.00 ,0.00 ,503.80 ,31.20 ,26.40 ,12.20 
조정숙,6,19,0.26 ,7.00 ,0.89 ,1.72 ,14.62 ,503.80 ,32.60 ,28.80 ,11.60 
조정숙,6,20,0.21 ,5.79 ,0.63 ,2.17 ,8.62 ,503.80 ,35.20 ,33.00 ,12.00 
조정숙,6,21,0.42 ,5.16 ,0.42 ,2.41 ,4.84 ,503.80 ,36.60 ,34.20 ,11.00 
조정숙,6,22,0.47 ,4.95 ,0.79 ,1.50 ,7.94 ,503.80 ,36.00 ,34.00 ,10.20 
조정숙,6,23,0.47 ,5.21 ,0.74 ,2.22 ,8.07 ,503.80 ,36.00 ,34.40 ,10.20 
조정숙,7,1,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,192.00 ,47.20 ,45.20 ,8.40 
조정숙,7,2,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,209.20 ,43.60 ,43.00 ,5.00 
조정숙,7,3,0.21 ,0.00 ,0.00 ,0.00 ,0.00 ,216.40 ,40.80 ,43.20 ,6.20 
조정숙,7,4,0.26 ,0.21 ,0.00 ,0.00 ,0.00 ,235.80 ,40.50 ,42.20 ,9.80 
조정숙,7,5,0.53 ,0.37 ,0.00 ,0.00 ,0.00 ,249.60 ,41.60 ,43.00 ,10.40 
조정숙,7,6,0.74 ,0.68 ,0.00 ,0.00 ,0.00 ,267.60 ,40.20 ,38.60 ,11.00 
조정숙,7,7,1.11 ,1.95 ,0.00 ,0.00 ,0.00 ,291.60 ,38.40 ,39.40 ,6.40 
조정숙,7,8,0.68 ,1.79 ,0.00 ,0.00 ,0.00 ,325.40 ,37.50 ,33.10 ,8.40 
조정숙,7,9,0.84 ,2.05 ,0.00 ,0.00 ,0.00 ,346.60 ,33.80 ,29.90 ,7.60 
조정숙,7,10,0.68 ,2.63 ,0.00 ,0.00 ,0.00 ,369.60 ,32.80 ,27.40 ,6.80 
조정숙,7,11,0.68 ,3.26 ,0.00 ,0.00 ,0.00 ,389.80 ,35.40 ,35.00 ,7.60 
조정숙,7,12,0.37 ,4.11 ,0.00 ,0.00 ,0.00 ,409.80 ,35.60 ,33.00 ,4.40 
조정숙,7,13,0.42 ,3.68 ,0.00 ,0.00 ,0.00 ,439.00 ,34.00 ,31.00 ,9.00 
조정숙,7,14,0.58 ,3.74 ,0.00 ,0.00 ,0.00 ,409.80 ,33.60 ,30.20 ,8.20 
조정숙,7,15,0.95 ,5.05 ,0.00 ,0.00 ,0.00 ,409.80 ,33.80 ,32.60 ,9.60 
조정숙,7,16,0.47 ,6.79 ,0.00 ,0.00 ,0.00 ,439.20 ,34.40 ,34.20 ,5.60 
조정숙,7,17,0.74 ,6.84 ,0.00 ,0.00 ,0.00 ,497.00 ,31.50 ,25.00 ,11.00 
조정숙,7,18,0.21 ,6.37 ,0.00 ,0.00 ,0.00 ,503.80 ,31.20 ,26.40 ,12.20 
조정숙,7,19,0.26 ,6.16 ,0.47 ,0.86 ,7.72 ,503.80 ,32.60 ,28.80 ,11.60 
조정숙,7,20,0.21 ,5.37 ,0.47 ,1.42 ,6.36 ,503.80 ,35.20 ,33.00 ,12.00 
조정숙,7,21,0.42 ,4.95 ,0.26 ,1.79 ,2.99 ,503.80 ,36.60 ,34.20 ,11.00 
조정숙,7,22,0.47 ,4.95 ,0.79 ,1.50 ,7.94 ,503.80 ,36.00 ,34.00 ,10.20 
조정숙,7,23,0.47 ,5.21 ,0.79 ,2.80 ,8.65 ,503.80 ,36.00 ,34.40 ,10.20 
조정숙,8,1,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,192.00 ,47.20 ,45.20 ,8.40 
조정숙,8,2,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,209.20 ,43.60 ,43.00 ,5.00 
조정숙,8,3,0.21 ,0.00 ,0.00 ,0.00 ,0.00 ,216.40 ,40.80 ,43.20 ,6.20 
조정숙,8,4,0.26 ,0.21 ,0.00 ,0.00 ,0.00 ,235.80 ,40.50 ,42.20 ,9.80 
조정숙,8,5,0.53 ,0.37 ,0.00 ,0.00 ,0.00 ,249.60 ,41.60 ,43.00 ,10.40 
조정숙,8,6,0.74 ,0.68 ,0.00 ,0.00 ,0.00 ,267.60 ,40.20 ,38.60 ,11.00 
조정숙,8,7,1.11 ,1.95 ,0.00 ,0.00 ,0.00 ,291.60 ,38.40 ,39.40 ,6.40 
조정숙,8,8,0.68 ,1.79 ,0.00 ,0.00 ,0.00 ,325.40 ,37.50 ,33.10 ,8.40 
조정숙,8,9,0.84 ,2.05 ,0.00 ,0.00 ,0.00 ,346.60 ,33.80 ,29.90 ,7.60 
조정숙,8,10,0.68 ,2.63 ,0.00 ,0.00 ,0.00 ,369.60 ,32.80 ,27.40 ,6.80 
조정숙,8,11,0.53 ,3.26 ,0.00 ,0.00 ,0.00 ,389.80 ,35.40 ,35.00 ,7.60 
조정숙,8,12,0.26 ,3.42 ,0.00 ,0.00 ,0.00 ,409.80 ,35.60 ,33.00 ,4.40 
조정숙,8,13,0.37 ,3.58 ,0.00 ,0.00 ,0.00 ,439.00 ,34.00 ,31.00 ,9.00 
조정숙,8,14,0.53 ,3.53 ,0.00 ,0.00 ,0.00 ,409.80 ,33.60 ,30.20 ,8.20 
조정숙,8,15,0.63 ,3.95 ,0.00 ,0.00 ,0.00 ,409.80 ,33.80 ,32.60 ,9.60 
조정숙,8,16,0.47 ,6.79 ,0.00 ,0.00 ,0.00 ,439.20 ,34.40 ,34.20 ,5.60 
조정숙,8,17,0.74 ,6.53 ,0.00 ,0.00 ,0.00 ,497.00 ,31.50 ,25.00 ,11.00 
조정숙,8,18,0.21 ,6.21 ,0.00 ,0.00 ,0.00 ,503.80 ,31.20 ,26.40 ,12.20 
조정숙,8,19,0.26 ,6.05 ,0.47 ,0.86 ,7.72 ,503.80 ,32.60 ,28.80 ,11.60 
조정숙,8,20,0.21 ,5.21 ,0.37 ,1.35 ,4.79 ,503.80 ,35.20 ,33.00 ,12.00 
조정숙,8,21,0.42 ,4.84 ,0.26 ,1.81 ,3.04 ,503.80 ,36.60 ,34.20 ,11.00 
조정숙,8,22,0.47 ,4.89 ,0.68 ,1.56 ,6.99 ,503.80 ,36.00 ,34.00 ,10.20 
조정숙,8,23,0.47 ,5.53 ,0.84 ,2.92 ,9.48 ,503.80 ,36.00 ,34.40 ,10.20 
조정숙,9,1,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,192.00 ,47.20 ,45.20 ,8.40 
조정숙,9,2,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,209.20 ,43.60 ,43.00 ,5.00 
조정숙,9,3,0.21 ,0.00 ,0.00 ,0.00 ,0.00 ,216.40 ,40.80 ,43.20 ,6.20 
조정숙,9,4,0.26 ,0.21 ,0.00 ,0.00 ,0.00 ,235.80 ,40.50 ,42.20 ,9.80 
조정숙,9,5,0.53 ,0.37 ,0.00 ,0.00 ,0.00 ,249.60 ,41.60 ,43.00 ,10.40 
조정숙,9,6,0.74 ,0.68 ,0.00 ,0.00 ,0.00 ,267.60 ,40.20 ,38.60 ,11.00 
조정숙,9,7,1.11 ,1.95 ,0.00 ,0.00 ,0.00 ,291.60 ,38.40 ,39.40 ,6.40 
조정숙,9,8,0.68 ,1.79 ,0.00 ,0.00 ,0.00 ,325.40 ,37.50 ,33.10 ,8.40 
조정숙,9,9,0.84 ,2.05 ,0.00 ,0.00 ,0.00 ,346.60 ,33.80 ,29.90 ,7.60 
조정숙,9,10,0.68 ,2.63 ,0.00 ,0.00 ,0.00 ,369.60 ,32.80 ,27.40 ,6.80 
조정숙,9,11,0.53 ,3.26 ,0.00 ,0.00 ,0.00 ,389.80 ,35.40 ,35.00 ,7.60 
조정숙,9,12,0.26 ,3.42 ,0.00 ,0.00 ,0.00 ,409.80 ,35.60 ,33.00 ,4.40 
조정숙,9,13,0.21 ,3.58 ,0.00 ,0.00 ,0.00 ,439.00 ,34.00 ,31.00 ,9.00 
조정숙,9,14,0.42 ,3.37 ,0.00 ,0.00 ,0.00 ,409.80 ,33.60 ,30.20 ,8.20 
조정숙,9,15,0.63 ,3.68 ,0.00 ,0.00 ,0.00 ,409.80 ,33.80 ,32.60 ,9.60 
조정숙,9,16,0.58 ,6.37 ,0.00 ,0.00 ,0.00 ,439.20 ,34.40 ,34.20 ,5.60 
조정숙,9,17,0.74 ,6.26 ,0.00 ,0.00 ,0.00 ,497.00 ,31.50 ,25.00 ,11.00 
조정숙,9,18,0.21 ,5.95 ,0.00 ,0.00 ,0.00 ,503.80 ,31.20 ,26.40 ,12.20 
조정숙,9,19,0.26 ,5.79 ,0.47 ,0.86 ,7.72 ,503.80 ,32.60 ,28.80 ,11.60 
조정숙,9,20,0.21 ,5.00 ,0.37 ,1.35 ,4.79 ,503.80 ,35.20 ,33.00 ,12.00 
조정숙,9,21,0.42 ,4.58 ,0.21 ,1.22 ,2.45 ,503.80 ,36.60 ,34.20 ,11.00 
조정숙,9,22,0.47 ,4.68 ,0.58 ,1.73 ,6.55 ,503.80 ,36.00 ,34.00 ,10.20 
조정숙,9,23,0.47 ,5.53 ,0.84 ,3.15 ,10.16 ,503.80 ,36.00 ,34.40 ,10.20 
조정숙,10,1,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,192.00 ,47.20 ,45.20 ,8.40 
조정숙,10,2,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,209.20 ,43.60 ,43.00 ,5.00 
조정숙,10,3,0.21 ,0.00 ,0.00 ,0.00 ,0.00 ,216.40 ,40.80 ,43.20 ,6.20 
조정숙,10,4,0.26 ,0.21 ,0.00 ,0.00 ,0.00 ,235.80 ,40.50 ,42.20 ,9.80 
조정숙,10,5,0.53 ,0.37 ,0.00 ,0.00 ,0.00 ,249.60 ,41.60 ,43.00 ,10.40 
조정숙,10,6,0.74 ,0.68 ,0.00 ,0.00 ,0.00 ,267.60 ,40.20 ,38.60 ,11.00 
조정숙,10,7,1.11 ,1.95 ,0.00 ,0.00 ,0.00 ,291.60 ,38.40 ,39.40 ,6.40 
조정숙,10,8,0.68 ,1.79 ,0.00 ,0.00 ,0.00 ,325.40 ,37.50 ,33.10 ,8.40 
조정숙,10,9,0.84 ,2.05 ,0.00 ,0.00 ,0.00 ,346.60 ,33.80 ,29.90 ,7.60 
조정숙,10,10,0.68 ,2.63 ,0.00 ,0.00 ,0.00 ,369.60 ,32.80 ,27.40 ,6.80 
조정숙,10,11,0.53 ,3.26 ,0.00 ,0.00 ,0.00 ,389.80 ,35.40 ,35.00 ,7.60 
조정숙,10,12,0.26 ,3.42 ,0.00 ,0.00 ,0.00 ,409.80 ,35.60 ,33.00 ,4.40 
조정숙,10,13,0.21 ,3.58 ,0.00 ,0.00 ,0.00 ,439.00 ,34.00 ,31.00 ,9.00 
조정숙,10,14,0.37 ,3.37 ,0.00 ,0.00 ,0.00 ,409.80 ,33.60 ,30.20 ,8.20 
조정숙,10,15,0.42 ,3.68 ,0.00 ,0.00 ,0.00 ,409.80 ,33.80 ,32.60 ,9.60 
조정숙,10,16,0.63 ,5.79 ,0.00 ,0.00 ,0.00 ,439.20 ,34.40 ,34.20 ,5.60 
조정숙,10,17,0.74 ,6.11 ,0.00 ,0.00 ,0.00 ,497.00 ,31.50 ,25.00 ,11.00 
조정숙,10,18,0.26 ,5.95 ,0.00 ,0.00 ,0.00 ,503.80 ,31.20 ,26.40 ,12.20 
조정숙,10,19,0.26 ,5.79 ,0.47 ,0.86 ,7.72 ,503.80 ,32.60 ,28.80 ,11.60 
조정숙,10,20,0.21 ,5.16 ,0.37 ,1.35 ,4.79 ,503.80 ,35.20 ,33.00 ,12.00 
조정숙,10,21,0.42 ,4.84 ,0.21 ,1.22 ,2.45 ,503.80 ,36.60 ,34.20 ,11.00 
조정숙,10,22,0.47 ,4.32 ,0.58 ,1.73 ,6.55 ,503.80 ,36.00 ,34.00 ,10.20 
조정숙,10,23,0.47 ,5.16 ,0.74 ,3.20 ,9.11 ,503.80 ,36.00 ,34.40 ,10.20 
조정숙,11,1,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,192.00 ,47.20 ,45.20 ,8.40 
조정숙,11,2,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,209.20 ,43.60 ,43.00 ,5.00 
조정숙,11,3,0.21 ,0.00 ,0.00 ,0.00 ,0.00 ,216.40 ,40.80 ,43.20 ,6.20 
조정숙,11,4,0.26 ,0.21 ,0.00 ,0.00 ,0.00 ,235.80 ,40.50 ,42.20 ,9.80 
조정숙,11,5,0.53 ,0.37 ,0.00 ,0.00 ,0.00 ,249.60 ,41.60 ,43.00 ,10.40 
조정숙,11,6,0.74 ,0.68 ,0.00 ,0.00 ,0.00 ,267.60 ,40.20 ,38.60 ,11.00 
